cell,stage,arm,role,theorem,replicate,failed,solved,cost,uncached_cost,receipts,requests,input,cached,output,artifact_sha256,input_sha256,result_sha256,proof_sha256,cache_sha256
validation__ace_selected__proof__mathd_numbertheory_530__seed1,validation,ace_selected,proof,mathd_numbertheory_530,1,False,False,0.05890222,0.1479268,26,26,663404,494581,12705,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,864e2a144c10b380b12bb9f0415dea6cc2965a2cffc42849feddee914962fd7a,0bcaf6111ad512c702a2cade543496e6a957d34d198236c68d96268625240b19,,a8b2f10f4c6e85ef9d7c0d3db2034570e3d80a2548f190c7290abcccc9a6840e
validation__ace_historical__proof__mathd_numbertheory_530__seed1,validation,ace_historical,proof,mathd_numbertheory_530,1,False,False,0.06609384,0.1090728,25,25,453738,238772,15271,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,10ff839f3723829f86253c5463e64041504ce675f6b521c1f433428a4abdc383,3e1aab13691f9b7a98274ea4f94a9df3612c53a906ce363a4a3620db1053ff68,,2fdbbf8ded91017d02954df035b5bb9c642c4199ab7091ba955728c08c3b3888
validation__nonace_ordinary__proof__mathd_numbertheory_530__seed1,validation,nonace_ordinary,proof,mathd_numbertheory_530,1,False,False,0.0368873,0.0915758,25,25,390319,303825,11260,,3da2dee356703cb64d8760c17ed2c3c4ea6974e1ac2003491fb54509e8f625ab,f8c1740b3e099eca4582af71bb1091131cd3cb9a22cec8129525ebc18d4fc459,,4b02306b6edf56328e1c2a80ce5cafef38fd58d2a94f966a2059a934e83b5582
validation__nonace_ordinary__proof__mathd_numbertheory_64__seed1,validation,nonace_ordinary,proof,mathd_numbertheory_64,1,False,True,0.02156188,0.035716,15,15,142520,78634,6010,,709835ffe0b5d5217b3a950e7fe80819dca3a8d9bcbb04ea34184befedc081d6,3d7debdd9d0b40018eab1b1bc805e9c90451fd2b55d8803c018fbde556f2727c,049912f3cd9365b5de973fc334841db63256a0f107d4c7d5e49aeff538199bea,b3269d25f642f688efbcae54d4ee393d4d9551892a1c31bc2b69c7fbe8bdbbc2
validation__nonace_matched__proof__mathd_numbertheory_64__seed1,validation,nonace_matched,proof,mathd_numbertheory_64,1,False,True,0.012767339999999999,0.0234588,14,14,92376,59397,4153,,cccd9281f02967907c5a2cba3f5a9478a645527d3234dc2aefd0836e75eabbb4,58a7ec2f853087e00370125fac6f42083ceac25c2ac3973edf4ee1b5445c1631,a2267f2bb75de1ba7d916d7adf19530a3daf3bf7dbce63d05bbf491fcc06dff8,84014b9593365df585fc0a5971878c65b43732f071078262600db3b21a8c5f35
validation__ace_selected__proof__mathd_numbertheory_64__seed1,validation,ace_selected,proof,mathd_numbertheory_64,1,False,True,0.006108239999999999,0.0220152,7,7,96900,88372,2196,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,84fd7bb9ac903969f076ed8172a6f8844b807b96e1cac2892975e67b1d6c978a,b08088f6157e601d11cc16088cfd1e87e4abfaaed5e87f235fc6a6b42341edff,4e000c5b915f5bee55ba03ff59d7b302393d403d5935cd7ca4aafe67f966a838,43ddcb8b40af5b0cc02f4dabdae57f12752c7d4cd213eab6ef36d1b5aa897763
validation__ace_historical__proof__mathd_numbertheory_64__seed1,validation,ace_historical,proof,mathd_numbertheory_64,1,False,True,0.0096802,0.0395854,17,17,180449,166140,2913,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,822671cec1f0df5a25d81b78218ea7d6c2a975d01ad45daa2c908a83c5bf2e46,93655662607e1d55e98d1ce99e82bd4b0f15f96bdd3bc5d1664bfa2eb8c60742,dd2ce1c18071e9048e39f2897fc51f731a761abc39c24bdfdfae50356d6f434b,64698af62a8bca3145f9b5f46697f7d1b422ad853e41258d4de12c791592b59f
validation__ace_historical__proof__imo_1969_p2__seed1,validation,ace_historical,proof,imo_1969_p2,1,False,False,0.06007928,0.09383899999999999,22,22,367141,187554,17009,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,bc8e8c8d899ccfd2e10d61dcef012508493a9a5889f4c73c5847ebeb8a01ec23,56ebe291113eaa03fdf95466a3c1d41a3ed28a60781cc60210c56120406b0e88,,d439adbf882b5385533cb9482a5f6047eca46ecaeff198e2bda3cd1ff074df25
validation__nonace_ordinary__proof__imo_1969_p2__seed1,validation,nonace_ordinary,proof,imo_1969_p2,1,False,False,0.04131548,0.060270199999999996,17,17,240067,105304,10214,,666aa7a29c73b54b5d614e9368d0c89fefba2457dd38766ce71bc178c1e32dc0,04981863d9d2be8f0871f49acc3a6489f1414ccd0f61802f8ef5c270312a5ebf,,ba9fc25b24069797a9b2984ab83e4fb69f66d5d59cd81f36a2f84a59320d304a
validation__nonace_matched__proof__imo_1969_p2__seed1,validation,nonace_matched,proof,imo_1969_p2,1,False,False,0.061792019999999996,0.10524599999999999,25,25,399978,241411,21042,,f7454a4d765b92087102497196f8f60065c21d06814200b3f102de4ff709248b,6933b41e403b8d30f5d5ae7afb6108fefc3881b2f84e823698bed9f1b9767d9d,,0a3b5e6e74c2d340edcf34b64c2e4f0fef49f149f96c8f3a0eee894daffbe6db
validation__ace_selected__proof__imo_1969_p2__seed1,validation,ace_selected,proof,imo_1969_p2,1,False,False,0.06103538,0.12497839999999999,26,26,536980,355239,14652,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,0938b015cdaa5f76546eb6e7e28d5da18ddcbad5a621c0aa1e9ced8570637f19,6820e0a5d1e7dd074604ee14fe2ad7f4593a5f0c53fc586a205cd72d4ab59265,,98fdd54381386307eb33c1aad1ba014a38a9faf4b3b757fe0ed1ed96401116e6
validation__ace_selected__proof__amc12b_2020_p5__seed1,validation,ace_selected,proof,amc12b_2020_p5,1,False,True,0.00037949999999999995,0.002526,1,1,11928,11925,117,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,0aaf5c5674fc1de4829c9923a73b624117a1a1dc3923dccfdae598c59cc968d6,6610a74735a2b16ac9e5718d4aa964d30388bc05e90dbd064a8ae659df63d632,c5085971dc5168cc56e2c63d33aca4b8975069ca39c2ae3539905b4f2ef0a0db,410a9c89fbe39e52200792b59046eafb0d166f1559b632ad5e5caa74373fe899
validation__ace_historical__proof__amc12b_2020_p5__seed1,validation,ace_historical,proof,amc12b_2020_p5,1,False,True,0.00030592,0.001423,1,1,6209,6206,151,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,503dcde7a557001e23b9bcc310d856967f323e6abd2fdb56b23e80b44a43e39f,76fbb8eeaabca85a528ff4f33b534f3ff1ab41db7ef52186a838d6336021e60a,064f2486835d3c85cf5f2eca558c721da463369e06d09ae8a620a42392696f04,5e2a1658737afda3743b36ce2ae2b5a1b883de1f1ed458cf4e457e6e3d2b8a79
validation__nonace_ordinary__proof__amc12b_2020_p5__seed1,validation,nonace_ordinary,proof,amc12b_2020_p5,1,False,True,0.00032024,0.0017642,2,2,8209,8022,102,,41a40923f789bcff4e1271c3a5bc4a97ec96f535509a30f94ed07ec4ec56961f,b77a42bbc5f4f182227d126fec2589b948dd71dbea84ca9d3baae271f88d4a39,c5085971dc5168cc56e2c63d33aca4b8975069ca39c2ae3539905b4f2ef0a0db,3d9716bf4d01e582d7c743803587d810970273617cee08c8d018e50e355f5e37
validation__nonace_matched__proof__amc12b_2020_p5__seed1,validation,nonace_matched,proof,amc12b_2020_p5,1,False,True,0.00017442,0.0008964,1,1,4014,4011,78,,ea2aeb611e0362b781fd6150fe5d1741c36d2996b0749565f0b082358fd592c5,6212df411cbd6b4ea5648f8e776d158ccce9984ed11aa4cff45010ee79e17d2e,db7b63364425ea7d69477a85beb8cf5eabaec01a4c85207197abe92d6d775c45,d21778b440b4cac56ae64a31caf5f04793f5b67dcc221b782eab9025da9f3a9f
validation__nonace_matched__proof__aime_1991_p6__seed1,validation,nonace_matched,proof,aime_1991_p6,1,False,False,0.06533478,0.13333319999999999,31,31,531366,377769,22550,,593c1e432ea349f136cb58e11f57cb4eb1991f5ae860535287c86a5b057c5686,f2762b4bda3f5c22df30b79e7a29206c53f2597c00d91c626e3d453b06492c96,,7f32510fc1bb46f5db9e0aabec720cac0f727c76557936e3afcbb22f6ec60e60
validation__ace_selected__proof__aime_1991_p6__seed1,validation,ace_selected,proof,aime_1991_p6,1,False,False,0.05861536,0.11442939999999999,18,18,474203,310078,16324,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,7542b3e717091aba3a029bedebe1ac763b2e7cee99b07c2219070e8c64a4549d,346c6a3b6dd072d70948bc304762f0cb4275e1d10711c73c8cb0806798e999b1,,d0b263d099873a3134ddb2894ef30d7ffff1c3c966b5ef148f3b892b845315c0
validation__ace_historical__proof__aime_1991_p6__seed1,validation,ace_historical,proof,aime_1991_p6,1,False,False,0.06304812,0.0871566,16,16,280329,133936,25909,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,9012b6f321fae085f7323b9133e489c0a92fe6dcd8fd94db46c6f80f86268a66,c8fd93dbf2738f85c6bf54805bb698c40036f495055fb8ec6a6434523d4b93d9,,7604785a8699c5c21597a643138c882203a043d716a58c5a0a653f9764d76997
validation__nonace_ordinary__proof__aime_1991_p6__seed1,validation,nonace_ordinary,proof,aime_1991_p6,1,False,False,0.05360688,0.0845316,18,18,184764,171804,39649,,1ce2ed2eb066c20ec389be6f09d12113c4e9186cd7d95da063734d7e40abf915,4219f54b8cf063b03e68e32c3cbdd576acae307c9f6ad7cdac3e531f1928f4b1,,8c6780156403e0e7673d235ee8ba2f4699d3f92974af1c0091695725f7c26602
validation__nonace_ordinary__proof__amc12_2001_p21__seed1,validation,nonace_ordinary,proof,amc12_2001_p21,1,False,False,0.04323046,0.0624424,22,22,236192,106733,12670,,6394e366bf34ab52650c56607f7ded1ceb4a91b1d2944ff3982ba287ecf46300,542da3e3aa557732ce6ec126820100e8c9a178b921b0d970935c4c6832f10cfe,,e0e10c88769ba0d793b5727ea54a5fae28559df9c4786f927b1bb73cea372f2b
validation__nonace_matched__proof__amc12_2001_p21__seed1,validation,nonace_matched,proof,amc12_2001_p21,1,False,False,0.033643719999999995,0.051243399999999995,21,21,174815,97776,13567,,5d004de16c6163eace6734d6ac2746e966496ff12bde181c9f0918458faa6cb8,a14be72b20d68de1fe214c1290885ed0f2fdb69a36274cb077bd16f2e0dceb15,,a1aa8308558d597a41ae48c990da120b03e045df6553844dc602448c113284e4
validation__ace_selected__proof__amc12_2001_p21__seed1,validation,ace_selected,proof,amc12_2001_p21,1,False,False,0.016572319999999998,0.029227399999999997,6,6,82075,70306,10677,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,6e37253f7781f623993a853921d22f137ef0b848619bfb1b0c1481a7c1e460a3,c157cadef0cd2e4b8a1f8a2ffc6cbe533d677202488a6b4e02851a56d4610d19,,95db288ac2f817064001e6662918c5dfda0c7e681c6f8295d57cef74a1433e05
validation__ace_historical__proof__amc12_2001_p21__seed1,validation,ace_historical,proof,amc12_2001_p21,1,False,False,0.04477544,0.0700694,21,21,257317,140522,15505,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,33135ea3f406104bce95e877a4f94073eb27b70ec5d7c74d613b71ee75267a55,e6de9cb4e0c1feb0e0386fb89b7d98af86f9cd9b7d02efb99d4b30b40bf00a0d,,b30264ca58eaa63a7a6da88fb3804190142d7fd4a676e2562274f01d1500ab29
validation__ace_historical__proof__mathd_numbertheory_284__seed1,validation,ace_historical,proof,mathd_numbertheory_284,1,False,True,0.00030493999999999996,0.0013808,1,1,5980,5977,154,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,6f2327fe0957165967ef36992c7b217bf79ed87638d837a1791d74abf25a3ee7,e87139bb373d97f0b2dfe470a9356e78e76e93b95c06b0d38e2f4d2bde6581db,51c0642d982a27c7abd10f59cbcb7afa3d7c5b4f246daac4759f8a2f6471e0f7,0edd4bade8fc25b317678001c4d3005f8a814fca34f119614e2450b3ba7fc6dd
validation__nonace_ordinary__proof__mathd_numbertheory_284__seed1,validation,nonace_ordinary,proof,mathd_numbertheory_284,1,False,True,0.00016384,0.0008445999999999999,1,1,3785,3782,73,,c107c6aa69d0e8c00f79209636c2dd3cf543d834ca945e06e517a4674a257068,7fb7d41dd9f7d6c8913e84a8928dbd7d65faa2f4ca7c11fd1f55760223f9f357,1129383a28458209286b5139f5dc82ed7405f023384236edd1d479a141202fc4,e2ea17d160da3c2cf511d2e87e89d6cdc38d00e0374a8f75075aa0ed2cd90c5c
validation__nonace_matched__proof__mathd_numbertheory_284__seed1,validation,nonace_matched,proof,mathd_numbertheory_284,1,False,True,0.00035823999999999996,0.001039,1,1,3785,3782,235,,d9746806e9bc4847a62f46f50799b636edd6f8e4808e9b8e7a84f89a48bd8b56,1df83a2eb8db93a852994dac70b0c6619379e0ae1bacf30be1a870af0c06c8d2,51c0642d982a27c7abd10f59cbcb7afa3d7c5b4f246daac4759f8a2f6471e0f7,60c9a6a15b8b95f7683f7cddcab1ce3835b8de97252c22ac14ec65c217f0542b
validation__ace_selected__proof__mathd_numbertheory_284__seed1,validation,ace_selected,proof,mathd_numbertheory_284,1,False,True,0.00047811999999999996,0.0025834,1,1,11699,11696,203,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,cd6cd983ab3cfd42d9de2bf54d8bbd46e0176eb013f499e0aa2f281591ed98f5,b3d2f06e8c23f51fb346f7e0cad8a8ba9895d3ef93ea5abef78155063d2bfbbb,693cbb53de4490199b0edecaac992653f8b1799d625df9659e3d02fdbfe9a4f6,263c5f022abc38ee6412fb3c81b6af8c04910c34d3bf6c5ddd5bf78129430f95
validation__ace_selected__proof__mathd_numbertheory_461__seed1,validation,ace_selected,proof,mathd_numbertheory_461,1,False,True,0.00044485999999999994,0.0025532,1,1,11716,11713,175,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,fb63200ef6131160ff0f017828d9929fb03a91e57d951c8eb7a6caa9119a2dfe,ed0cc6f6a0007ed63b5bcd03eb4e5103844296d487d331c90ba1394e60485bfb,292f0d5b7cc400527449f8e4476bb5bd5c5cac463ca4cc12f31dbb54c9b3c25b,90a9d4f9f06751bfce8a37dc0d0b29fd0c4e3e61d8e8580dc535c7aedf0bd29a
validation__ace_historical__proof__mathd_numbertheory_461__seed1,validation,ace_historical,proof,mathd_numbertheory_461,1,False,True,0.00037728,0.0014562,1,1,5997,5994,214,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,a4e5afa5f66cd2338b90dccca31a2284b92c6c5f08ad88a96b0d986f62f177e7,e6b95a0b39465fb6a00bb5a19bb24f6f504e06627b5fd51fac7e67acd33e2869,2ecf0cdc876a64dfb0fd8faae9aeee86d4d377dbdced068d798a05cdfb0d93a3,e8579070e7bcd2fd74675d876dbe1e16878b2135b9631452744733fe11d24dab
validation__nonace_ordinary__proof__mathd_numbertheory_461__seed1,validation,nonace_ordinary,proof,mathd_numbertheory_461,1,False,True,0.00030097999999999995,0.0009847999999999999,1,1,3802,3799,187,,e18673fb5f4bb5ffec0dd8f78631ea7c4a2101f07318c9473df4aebf5ff3b464,d85f9dd3abdd5868f396c3fbb568f27ec09aaf100647a287d41b63ad36ae3e30,e07a34282e654eedf965045a22011d86a67c33979623cf43cc9fc307f219060e,8417f82d183faa4e2aaf10e0eb10898a7d78fc66196274385db01d42a2a49672
validation__nonace_matched__proof__mathd_numbertheory_461__seed1,validation,nonace_matched,proof,mathd_numbertheory_461,1,False,True,0.00018578,0.0008695999999999999,1,1,3802,3799,91,,acc6dee01fed9d2d5e2f3af1750b01345f8d1d1387a8cfda14b7c225e1c0594f,2bea38fb507e4e4966d0dbd055dc6751bd4259acc71a9859f63d9251fe3b38a3,eb7ec8bcba0c8e01ff2321c602696b4addf47e566bb65c3d64d928a991516b76,e2c58b9637a4032e7aeefda3f58d0a1d645f3b53bee8edc3a0ecf894ed3c1a3a
validation__nonace_matched__proof__mathd_numbertheory_37__seed1,validation,nonace_matched,proof,mathd_numbertheory_37,1,False,False,0.02105832,0.04809,23,23,205254,150176,5866,,349d8444f682cbf17e6918a39c9f3fa51bc4f74807b30c5c063bf75cae12ee89,948496cee30fe8de9c13ddcac566a867411acaa8c8dc86c357428feb75674292,,962f4cb983c14f22bd5e04e2a02a0168108d6887e1e596c4c1c59ebc438748b8
validation__ace_selected__proof__mathd_numbertheory_37__seed1,validation,ace_selected,proof,mathd_numbertheory_37,1,False,False,0.03375664,0.0876904,22,22,396866,299632,6931,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,1ba1f42c30c00c3778dd21046e509579ced3bff6ce3c6e0ae6f2a158b846b6e9,a36bb6f6445b39ada93ea31d79d63ae9b53ac3fd05fd27acddd2ecac14ccd76b,,4576ee4bb91be4836a2f9809a470b5b4f78c2c7243f19c3f5ed42e9a70e2c9a9
validation__ace_historical__proof__mathd_numbertheory_37__seed1,validation,ace_historical,proof,mathd_numbertheory_37,1,False,False,0.02155256,0.0569582,19,19,239815,196698,7496,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,c56c82047fa34918e3e1eae1029c7cbc0730d3f806c9eaf4ae253daecbd98a16,100e2c206dd590e8644434ec0576c94612c7c1053a28b948a5caac309a7ba842,,d68314017da5b76c44328759a376d67987c817e6a20f6716d230dca04a8cddf4
validation__nonace_ordinary__proof__mathd_numbertheory_37__seed1,validation,nonace_ordinary,proof,mathd_numbertheory_37,1,False,False,0.02150278,0.044209599999999995,22,22,185114,126149,5989,,c03523e3f62497dad6ddf02579281aa2092cb90d101bcf90dc97e9e21d9df5f2,e05a1b1425b142bd172404c2c6287fc40ecc9a8fa41f6c2990fa260cc32a9e36,,44305e73857502144ce353df0cc67b517f6ee2b53dd88b25656d97337f0dcd19
validation__nonace_ordinary__proof__aime_1984_p7__seed1,validation,nonace_ordinary,proof,aime_1984_p7,1,False,True,0.03067922,0.037355599999999996,10,10,107224,37091,13259,,4fb5eaf411649ec25831f6cd0ec520bb113db706459502bb7411b84435e7e8bd,abe3134fa994bff1f204c27f0be6500d6c59de81e2e0ff9fa4a9d76ad51f8d80,e3e1ac3d84807dfa3f906746340c8a9e7a237bf455759ec3b59327d77df76c32,0bb7fac33a6b1cfbcf7eda7a13ecec1539988f49b3b006fd3c5fae34f6a2573e
validation__nonace_matched__proof__aime_1984_p7__seed1,validation,nonace_matched,proof,aime_1984_p7,1,False,True,0.044308259999999995,0.052626599999999996,13,13,171423,46213,15285,,746f114d4c8b5e4e018c0b3080e659225ab3afe396198abe1b72f3e1efd6cb56,186b88fd05f31126ae602aa59c56f7ec9ae8df67c4a19ca860bb1d2d8d7bc55d,56988d243306fc3ca7fd524c49b4c20bb09d9eafe716315d5b67ba1dab451a42,964b2532f83594c5e7429363dd6d8a5876a2418800f8166f56f791c913686d6f
validation__ace_selected__proof__aime_1984_p7__seed1,validation,ace_selected,proof,aime_1984_p7,1,False,True,0.03997438,0.0683854,13,13,247481,157839,15741,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,41d8af5ef64738db4765fdae0a8245af0612816b6e9533008b8d6ec8e0d60fbc,b64a61ac3d34c776bad2f65f5d9a364b801173272b867a6c5aeffbb9d6f56c48,5bfbfe2628e7e228eacde9edf6da0c14269a0ad29be8a9bbe9974e910f72c889,a588ccd59bceb652a883274cb0f4c8ed15e9f2a650889bef0e76808a6ec4525e
validation__ace_historical__proof__aime_1984_p7__seed1,validation,ace_historical,proof,aime_1984_p7,1,False,False,0.06213949999999999,0.11693239999999999,26,26,401548,304405,30519,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,d262710e9bea4f9d927d336e7bc1e4ca8bbdcde8b9a274b6c095938a9ff37ca3,9644eb0e1a9a7298155072e30816353f4cfca4230a5f62e3c864bd4d282b304f,,ce8732f84c680db371835c311a6b96c2ea752a8d3f66052636b97a17d6e222a3
validation__ace_historical__proof__mathd_algebra_421__seed1,validation,ace_historical,proof,mathd_algebra_421,1,False,True,0.0032724,0.008638199999999999,4,4,35589,29810,1267,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,49dd9e8978271cec1dc201cc7e5e6a7bd027c74f4130b53597be83a0a4b1c2bb,606b778a58134e6ed29396ef43b7703753b42ef504f3cac8e385a26193d01dc3,c7edbbf9f52690c529666f020d7e0854d13072cb8acc55ed5772c441d2208778,bd4c340c8cda7eea25d86136669976e221772a856f14f26aaff9b2e7807b52f8
validation__nonace_ordinary__proof__mathd_algebra_421__seed1,validation,nonace_ordinary,proof,mathd_algebra_421,1,False,True,0.00849658,0.0157306,8,8,59147,40189,3251,,e8b0a78d6638e9bd7b3d07b36928eb1057bfc882442f1f2e3dfa8d1eb72d4eb7,6ae399f6828bbec717abd0c25685d608714c19aad36a1fb9a54c13aab2f70d31,ab05c4cfc089433753cb5322844cfb168a0c314b979098766950646c815f0931,65420ee2cd0ed13c0707b8df8a9bffdb5a000762f3121432f1a7326020712a44
validation__nonace_matched__proof__mathd_algebra_421__seed1,validation,nonace_matched,proof,mathd_algebra_421,1,False,True,0.00108812,0.0033445999999999997,3,3,13177,12536,591,,cbe4b6f2d274e0e09b6e5ffb1269491f13cf06256af7ab28768d834e1551fc0c,84ac34356d744e14ccb63d09d6d7e0a477d892ec058ca9794ae7ced42947747b,f7b324eadc00a1e0c15ec0782fbbb9f4bf52b989fab7c0f6d1c07708cc1a4339,bd427ddfcf7c13cbbeb0e4bb94993be7a13e55c9b9fcd3a26f8e0740213a0cbe
validation__ace_selected__proof__mathd_algebra_421__seed1,validation,ace_selected,proof,mathd_algebra_421,1,False,True,0.0026184999999999997,0.0112036,4,4,50312,47695,951,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,c7bfc73f9176666b04c176a3efd6e7a7d51c02cd6ff18966685a61ab844640f7,edaee4762f2e3e3788945f9812688c3911a27bbd47cc7aedc095d6d5062f332b,9a7bc0858da9898cb35e764357d509a7738bc2b0813633db25baaf330e502441,4ca41babce25e1793db0eb059263d4264585bca3156af4f11b5a836895bcd809
validation__ace_selected__proof__amc12b_2003_p6__seed1,validation,ace_selected,proof,amc12b_2003_p6,1,False,True,0.05102798,0.11232679999999999,23,23,481000,340549,13439,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,ec09e203d73e6dafd219d2b64c0d7ad891a2510ae7dc023c4a48e50c083fc2ce,47f622bd80a0532b309d852bbf5768a60694a1616b4c336bda65b76c0e1d6a62,d1b222cb5bd2102445b2c6287dd3f03961853561c885720aa445e42b2c2a531d,be920440d404cf563aa7c17e2b553456433713f4b8a43ab018a9533b51f27b39
validation__ace_historical__proof__amc12b_2003_p6__seed1,validation,ace_historical,proof,amc12b_2003_p6,1,False,True,0.02782828,0.045805599999999995,15,15,169130,99874,9983,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,9b32d2407a32c05dee63b88b27f547e1a3b8af4136d29e9d3192c09120c59ed7,5861455e6c98b91003ccac2fba5d684a16ba2224e705d5c37be19c4dfd48d66e,def42db996dad6e24331d022314c314cd4575a4a0d18ad76692da141c16e002a,8200c9ee52b42c068fe79af9644d695814346b34ed908a761beb7c36a6a33a03
validation__nonace_ordinary__proof__amc12b_2003_p6__seed1,validation,nonace_ordinary,proof,amc12b_2003_p6,1,False,True,0.037277779999999996,0.061889,20,20,241237,136729,11368,,f52df4abc103374619b2dfe815103623cec5a55a18bd6ce1f0970c6eb18f8245,3feae7f5247bfc3713f6c6aab889ebb6f980e7982d9c86b80c7d3c0eb46cc514,fd8fed4f11bb09c7c2179856d4338abba96869397bd75f03be448b03352f5295,f68d7232c79e1ab0635601dea12b84402e1ab6edf9abc576c6f9ae040f2fba07
validation__nonace_matched__proof__amc12b_2003_p6__seed1,validation,nonace_matched,proof,amc12b_2003_p6,1,False,True,0.0164727,0.027635399999999997,11,11,94299,62015,7313,,9c282ecf00e9a5e684867749f0cdf102043d7d2a2bf299f7fce4842db6a0cc69,6a55230b5fc25991e9848fcce66d036e0b3ffa74072279b1ec6cf7eadf805caa,ff772d00fcb275f9cc294a3d7990fd6a0290f38e9998e87fde27dbcec1020a3d,457b1a2b698446bc068d11cb85062e02d63037faacde48a1d269b946ff4dc914
validation__nonace_matched__proof__mathd_algebra_234__seed1,validation,nonace_matched,proof,mathd_algebra_234,1,False,True,0.00045191999999999997,0.0018066,2,2,7737,7526,216,,e226398d31115eeb42690154e28a3225da22286fec0e6dd32cb35f17e95ec06f,ca8e9f4602e9f403fa9fe380f5f02df64c49e8b04ecb89d88e29ac8277a8dd21,907085e9e5f8f47232f0827aba7a20a6bd8f2300a4b2cc2b52f2b63d21ba7837,a7a92103dd5e2755a44fa78f599469c1aa98cd8dd6933d957c6c8eb68038c7de
validation__ace_selected__proof__mathd_algebra_234__seed1,validation,ace_selected,proof,mathd_algebra_234,1,False,True,0.00043094,0.0025328,1,1,11680,11677,164,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,efb5512724020dca63e685cf69dd799b5558f60792242c385685fe15ca37abcc,329cc40790275dd6633c247ada1df7272eb61318c77a3c6116b4c7522cc2ed25,907085e9e5f8f47232f0827aba7a20a6bd8f2300a4b2cc2b52f2b63d21ba7837,55bdbb5db3db890b66b673ef195bcaa38f37cd2a785b879a3d25b6d1736f138f
validation__ace_historical__proof__mathd_algebra_234__seed1,validation,ace_historical,proof,mathd_algebra_234,1,False,True,0.00034056,0.001413,1,1,5961,5958,184,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,1b26e2f3faf342ffb048b9a28482d3c23b42998db0d200b5188e100100bffb3e,badb6b3e07d3f91ba79e9d3899672096d3809c9ae596ee86be5f1469300512d1,563082969c2bd98e961f05a9399e944b48ac8b28a5d7fed117267ea9b9b6f1d0,98a0e6cae5a45bf4d5de62cb585abc24ab70029db4dbbec2fd8f30eaebcaade9
validation__nonace_ordinary__proof__mathd_algebra_234__seed1,validation,nonace_ordinary,proof,mathd_algebra_234,1,False,True,0.00045626,0.0011336,1,1,3766,3763,317,,7682f696eccd5d38f6cf761ea27d069b97ca84ef4d2da941b947c25f1e0286fc,ca0fe486194ca21fa7d4c269ef9ab733f22466fdae93977a716e698f6b516daf,c7a3235892d40c4231194714a2d3a8bef4caeca726471be74a80e808d2629fda,6d32ed283bb5aa47ada3599c473c9cd544fab6c559d1c6218116797555fae132
validation__nonace_ordinary__proof__imo_1981_p6__seed1,validation,nonace_ordinary,proof,imo_1981_p6,1,False,True,0.0110793,0.017336999999999998,9,9,56949,34765,4956,,b8e9b9c2bc085149fe947abf92d0bc819f313d1f75e0ca5e1c0c57620403f374,a3bc3fe78adaffc0dd7807747a1aac97376e2c37172e735b05e882c63565993d,8b1eb70b4823c200f538387a53e9860ca82d7c9d30e3a550733d93be3ed5edfe,fc8a1a310a696a14815b871cfcebf22cf53cc2a046b92ccb1b6f73baa3f8872d
