path,theorem,partition,strategy,status,category,checks,cost,cost_source,unknown_charge,administrative_censoring,evidence
experiments/output/coverage_cycle_20260911/validation/S/configs/mathd_numbertheory_37__validation-S__gpt-5.6-luna__seed0,mathd_numbertheory_37,validation,prove_theorem_grounded,done,arithmetic_or_search,14,0.0250775,dated billing receipts,False,False,audit/cells/ca887e7343ee3d14633e63a3731f88bb4ae3f058193c5906b4cbabb41b745288.json
experiments/output/ace_x_validation_ace_x3_strong_rv3_agentic/configs/amc12a_2020_p21__ace-b596e7df-core-medium__gpt-5.6-luna__seed1,amc12a_2020_p21,validation,prove_theorem_ace,done,incomplete_proof,22,0.027711419999999994,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cac187b5fb6a22e5d879daab634568fe98f66035c42741d62f41c5987f3e7216.json
experiments/output/ace_x_validation_ace_x3_offline_rv2_agentic/configs/mathd_numbertheory_43__ace-1e4aec7d-core-medium__gpt-5.6-luna__seed0,mathd_numbertheory_43,validation,prove_theorem_ace,done,other_or_unobserved,21,0.051331720000000004,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cac25e6f0fdadd2ae5801f711e90672bcbdf41fc836fe0f1007832edd30f8b15.json
experiments/output/ace_attribution_20260912/swaps/configs/mathd_algebra_282__terra-luna-book-medium__gpt-5.6-terra__seed0,mathd_algebra_282,validation,prove_theorem_grounded,done,arithmetic_or_search,8,0.3955104,dated billing receipts,False,False,audit/cells/cadc43de701391289a7da7aded0cd70cb125d9c84f0cfa09b9c0182a6e13905e.json
experiments/output/ace_economy_refinement_20260916/final11/configs/validation__ace__amc12_2000_p12__seed1,amc12_2000_p12,validation,prove_theorem_grounded,done,other_or_unobserved,5,0.0072134799999999995,dated billing receipts,False,False,audit/cells/cae69067971e976df2a1a80dced64bfda95c40055d5d3d33a8ce0988d1c8d63c.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__ace_coverage__proof__mathd_numbertheory_43__seed0,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,16,0.03674822,dated billing receipts,False,False,audit/cells/caf51dca53b018c7c80b934333199673846e01f975d2c1bf16c87b74876e3d2f.json
experiments/output/ace_adaptation_review-repair-s1/configs/step20_generator_imo_1977_p6,imo_1977_p6,train,prove_theorem_ace,done,incomplete_proof,29,0.027869840000000003,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cb17df62c4a6206981423ca25bfd6e8ec244f3fd95bb5f7d3000056708c59202.json
experiments/output/ace_mechanisms_20260910/training/configs/mathd_algebra_224__training-C__gpt-5.6-luna__seed0,mathd_algebra_224,train,prove_theorem_grounded,done,unknown_reference,5,0.02791556,dated billing receipts,False,False,audit/cells/cb1d21b7488282f39dc7010b998a7f16cdca8e8437953c43143a939f978598f7.json
experiments/output/ace_snippets_20260913/training/configs/snippets-v1__amc12a_2020_p13__training-A__seed0,amc12a_2020_p13,train,prove_theorem_grounded,done,other_or_unobserved,6,0.035568,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cb33e1dfef919e8f881621ca1bdaa18f451e63f542e459191a1373f8b16e1ca3.json
experiments/output/ace_adaptation_x-offline-e3/configs/step101_curator_imo_1977_p6,imo_1977_p6,train,,failed,platform_failure,0,0.0,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cb39163e4fb54f2775341dfd91ad9834c5513b2bf4fb66ab9ad9bae1f709016a.json
experiments/output/ace_control_cycle_training/configs/mathd_algebra_185__trained-r64__gpt-5.6-luna__seed0,mathd_algebra_185,train,prove_theorem_grounded,done,other_or_unobserved,22,0.07141515999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cb3fc805bd048048a48127d3eb498596bd34941a4b4bd321cfaa75ed177b7a0c.json
experiments/output/ace_adaptation_x4-offline/configs/step21_generator_amc12a_2020_p13,amc12a_2020_p13,train,prove_theorem_ace,done,other_or_unobserved,16,0.06270944,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cb507c905ad599508eb88146180bf94c642c30c5bdca427b0cf55c3500b2aeeb.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__ace_selected__proof__algebra_others_exirrpowirrrat__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,other_or_unobserved,8,0.03561308,dated billing receipts,False,False,audit/cells/cb691c62edd347361293a2d7a8edeb99b23f1e4437a313a3c4c9d461a2c35437.json
experiments/output/ace_review_development/configs/algebra_others_exirrpowirrrat__x3-r64__gpt-5.6-luna__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_ace,done,incomplete_proof,50,0.055026579999999985,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cb74879219ac6233fc30498ad9c52895143b08df6287899346cf1c220c09f49e.json
experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__aime_1991_p9__seed0,aime_1991_p9,validation,prove_theorem_grounded,done,unknown_reference,12,0.03487266,dated billing receipts,False,False,audit/cells/cb77f6e48ce8253ddaae263bd78124b41a2449523ed4662430244c98369a5d79.json
experiments/output/ace_economy_refinement_20260916/final06/configs/validation__agentic_compact__imo_1969_p2__seed0,imo_1969_p2,validation,prove_theorem_grounded,done,other_or_unobserved,11,0.04219914,dated billing receipts,False,False,audit/cells/cb9c354c16ae3d80284ccda0f313961e68637ea64e175e9bc90b11e3a9ab8225.json
experiments/output/ace_adaptation_x-offline-e3/configs/step116_curator_imo_1967_p3,imo_1967_p3,train,,failed,platform_failure,0,0.0,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cb9c3e2558715f07ad5cbb82f93fa72cb540fa772d0b5effd25a4406debb58ce.json
experiments/output/ace_sanitized_20260917/pilots/configs/pilots__incumbent__proof__aime_1988_p3__seed0,aime_1988_p3,train,prove_theorem_grounded,done,syntax,11,0.038222,dated billing receipts,False,False,audit/cells/cbd5df187b69fb37a915f384b818520ba31e7d7fb1540f04cd01d9035651ca6c.json
experiments/output/ace_x_validation_ace_x3_offline_agentic/configs/amc12_2001_p21__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1,amc12_2001_p21,validation,,failed,platform_failure,1,0.0022483,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cbfb3f4f3de5b80482810093e654f04ce3bece9502780627739c11ded31747d7.json
experiments/output/ace_economy_20260916/validation/configs/validation__views__mathd_numbertheory_43__seed1,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,9,0.02823446,dated billing receipts,False,False,audit/cells/cc0797f3af8f72c0f37614eb6501254a1af12be7e35d6b902ac9d66f21367867.json
experiments/output/ace_economy_20260916/validation/configs/validation__agentic__imo_1969_p2__seed1,imo_1969_p2,validation,prove_theorem_grounded,done,other_or_unobserved,6,0.0353756,dated billing receipts,False,False,audit/cells/cc0885473322a685f12cb282c46673d05ae66e9d61371eadb6179674a4d62849.json
experiments/output/ace_capacity_20260912/cross/configs/algebra_others_exirrpowirrrat__cross-level0__gpt-5.6-luna__seed0,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,unproved_prerequisite,6,0.03821100000000001,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cc147317e8e1ebee3d5120560b15bf9d6899c91148ab2aa61bab78d417454015.json
experiments/output/coverage_cycle_20260911/training/S/configs/aime_1988_p3__training-S__gpt-5.6-luna__seed0,aime_1988_p3,train,prove_theorem_grounded,done,incomplete_proof,11,0.03990698,dated billing receipts,False,False,audit/cells/cc577da129097ccef8718c7cf1216531ca4c4afd6e270421178bd6da94080e80.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__ace_selected__proof__imo_1984_p6__seed1,imo_1984_p6,validation,prove_theorem_grounded,done,arithmetic_or_search,10,0.03999122,dated billing receipts,False,False,audit/cells/cc876518fa75dd8f1323e742dd84d0d9c1f4fdf86c97924c30c826bdda8bd64c.json
experiments/output/ace_models_20260910/proof/configs/amc12b_2002_p11__prover-xhigh-f6dd4886ff6a140b__gpt-5.6-luna__seed0,amc12b_2002_p11,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.02242506,dated billing receipts,False,False,audit/cells/cc93e615748678fc8d314234ecb9b633743808c59be4be1defd3d8192961e125.json
experiments/output/coverage_cycle_20260911/training/E2/configs/amc12a_2020_p13__training-E2__gpt-5.6-luna__seed0,amc12a_2020_p13,train,prove_theorem_grounded,done,syntax,6,0.03831192,dated billing receipts,False,False,audit/cells/cca4cbdbb83c7472bfd24f58b86d2ad25adb416b3feaefdd8bdc43b5b0588d9d.json
experiments/output/ace_capacity_20260912/mechanisms/configs/amc12b_2002_p11__A-level0__gpt-5.6-terra__seed0,amc12b_2002_p11,train,prove_theorem_grounded,done,unknown_reference,6,0.3728562,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cca6e6f86bdddd60949eb1a4e32b24679d898b02b48acc9faed30769f547927f.json
experiments/output/ace_economy_refinement_20260916/final00/configs/validation__agentic_reset__mathd_algebra_282__seed1,mathd_algebra_282,validation,prove_theorem_grounded,done,incomplete_proof,15,0.033798299999999996,dated billing receipts,False,False,audit/cells/ccac56b13fea3ce41dbacf41b67caa13d862a637cedfd247914b3865ad45bf0c.json
experiments/output/ace_x_validation_ace_x3_offline_rv3_agentic/configs/amc12a_2020_p21__ace-1e4aec7d-core-medium__gpt-5.6-luna__seed0,amc12a_2020_p21,validation,prove_theorem_ace,done,other_or_unobserved,12,0.10063499999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/ccbd9b1e9b4439d7cfab44ab4e5fc601fa9a8d14babae0a3af6f918b21a10b3c.json
experiments/output/ace_adaptation_x3-mono/configs/step12_curator_mathd_numbertheory_221,mathd_numbertheory_221,train,rewrite_playbook,done,no_verifier_evidence,0,0.007927319999999998,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/ccc512f80e46e7bb18f80e2471fc34bac27e0e4d16e263f296c2edd85e135453.json
experiments/output/ace_roles_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_64__seed1,mathd_numbertheory_64,validation,,missing,other_or_unobserved,5,0.07529198,dated billing receipts,True,False,audit/cells/cce56834ab2df1f36b937cd4ac14a314744e8d5dd0766ce50066523f54b483e3.json
experiments/output/ace_capacity_20260912/mechanisms/configs/algebra_amgm_sum1toneqn_prod1tonleq1__A-level0__gpt-5.6-luna__seed0,algebra_amgm_sum1toneqn_prod1tonleq1,train,prove_theorem_grounded,done,unproved_prerequisite,5,0.037375139999999994,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/ccef4425e056ba37ce9722459e942c1cd0c8b4c8e65638f2e7b0d55d2ecf5f67.json
experiments/output/ace_economy_20260916/validation/configs/validation__ace__aime_1991_p9__seed0,aime_1991_p9,validation,prove_theorem_grounded,done,other_or_unobserved,11,0.03747562,dated billing receipts,False,False,audit/cells/cd2115d1e2e907eed723461f7c08b2075bd183adbcb7a6048b305dbdc22dde7b.json
experiments/output/ace_adaptation_x-offline-e3/configs/step45_generator_mathd_algebra_185,mathd_algebra_185,train,prove_theorem_ace,done,other_or_unobserved,21,0.07475495999999998,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cd2982003266866bb3c18187a4d0ec042c6a61a6a6365681efaca41879d8a537.json
experiments/output/ace_economy_refinement_20260916/final13/configs/validation__agentic__aime_1991_p6__seed1,aime_1991_p6,validation,prove_theorem_grounded,done,other_or_unobserved,6,0.03518636,dated billing receipts,False,False,audit/cells/cd2b56914b801f58ee6ea0d8b584e034fe820722f1dff9c72586df9040210034.json
experiments/output/ace_economy_refinement_20260916/final17/configs/validation__agentic__imo_1964_p2__seed1,imo_1964_p2,validation,prove_theorem_grounded,done,unproved_prerequisite,10,0.041348579999999996,dated billing receipts,False,False,audit/cells/cd2dfe0fccfae390c7ad177236d92ac8583259a11d9adfa7fc40299590203963.json
experiments/output/ace_review_development/configs/mathd_numbertheory_37__x3-r64__gpt-5.6-luna__seed1,mathd_numbertheory_37,validation,prove_theorem_ace,done,other_or_unobserved,24,0.10178627999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cd397c45fb2d16b1aa6b620d83c7190db0ac50a5cbb44383e440477dda408b07.json
experiments/output/acet_x_validation_ace_x6_repairs_k3_r2_agentic/configs/imo_1969_p2__acet-1d2bc630-30d3e288-k3-r2-core-medium__gpt-5.6-luna__seed0,imo_1969_p2,validation,prove_theorem_ace_triggered,done,incomplete_proof,23,0.0178038,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cd5a8321a3c519d14e47491522c4e3ab1fedce52ae13bbb991f1b7c0eaee866f.json
experiments/output/ace_x_validation_ace_x3_strong_rv3_agentic/configs/mathd_numbertheory_43__ace-b596e7df-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_43,validation,prove_theorem_ace,done,verifier_resource,18,0.029393999999999997,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cd8ef601c6cc1eacb7bd8ccb69ffca6a852683944e6bd8b9195f039923634c72.json
experiments/output/ace_mechanisms_20260910/training/configs/induction_pord1p1on2powklt5on2__training-R__gpt-5.6-luna__seed0,induction_pord1p1on2powklt5on2,train,prove_theorem_grounded,done,other_or_unobserved,12,0.036848439999999996,dated billing receipts,False,False,audit/cells/cda087a9dd37c6245a2260c0839d31bd54f3c9eeff5f902a40e3be8f871ea5b3.json
experiments/output/ace_mechanisms_20260910/training/configs/amc12_2000_p1__training-R__gpt-5.6-luna__seed0,amc12_2000_p1,train,prove_theorem_grounded,done,unproved_prerequisite,8,0.01725978,dated billing receipts,False,False,audit/cells/cdc83d9bc0660c20e9cd7c79715fbd8548d42daba505e0cc18b03e8ddb5fa5c2.json
experiments/output/ace_contenders_20260910/configs/aime_1984_p1__training-reflector-medium__gpt-5.6-luna__seed0,aime_1984_p1,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.027257959999999998,dated billing receipts,False,False,audit/cells/cddaf71f8d9cfa1a9a413a9856885bd77bb363566e2adf8ae7c9837bc7f56033.json
experiments/output/ace_models_20260910/proof/configs/amc12b_2004_p3__prover-medium-1e4aec7dbbe80e7a__gpt-5.6-luna__seed0,amc12b_2004_p3,train,prove_theorem_grounded,done,unproved_prerequisite,12,0.03944092,dated billing receipts,False,False,audit/cells/ce32c9dda84be027b309806e8f535c4433fcae6e040a23eb383dc2a57bd1d463.json
experiments/output/ace_models_20260910/proof/configs/aime_1990_p4__selection-xhigh-3bfe5109dc462e8c__gpt-5.6-luna__seed0,aime_1990_p4,train,prove_theorem_grounded,done,syntax,1,0.028588199999999998,dated billing receipts,False,False,audit/cells/cebdd7dea5e4fcfcb07fe71556c722ba203293fb31b17112d81d3d997db68da2.json
experiments/output/ace_x_validation_ace_digest_table_rv2_agentic/configs/aime_1991_p6__ace-ca62b40b-core-medium__gpt-5.6-luna__seed1,aime_1991_p6,validation,prove_theorem_ace,done,incomplete_proof,23,0.10190015999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/ceefa26fa5c85461ebd6d722a911340e2bea2f07fd358a598750c2a950a0ffe6.json
experiments/output/ace_economy_refinement_20260916/final02/configs/validation__ace_reset__amc12a_2019_p21__seed0,amc12a_2019_p21,validation,prove_theorem_grounded,done,unproved_prerequisite,9,0.0449171,dated billing receipts,False,False,audit/cells/cef837c4a53809fcd5bc490147a873584ec04cdc1fbe97c463d8b610ef17d3c2.json
experiments/output/ace_sanitized_20260917/validation/configs/validation__agentic_coverage__proof__aime_1991_p6__seed1,aime_1991_p6,validation,prove_theorem_grounded,done,unproved_prerequisite,8,0.06901348,dated billing receipts,False,False,audit/cells/cf17499d5466568801d2662853e0e335a666313409436c029a07588ce141aa2e.json
experiments/output/ace_models_20260910/proof/configs/imo_1977_p6__prover-xhigh-345f1ee0202d55e3__gpt-5.6-luna__seed0,imo_1977_p6,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.02539,dated billing receipts,False,False,audit/cells/cf2d77846452708a2e8f1d6ba5302d0694758df4b0458f3cc82838dc6f5b8bcc.json
experiments/output/ace_mechanisms_20260910/validation/configs/induction_prod1p1onk3le3m1onn__validation-E__gpt-5.6-luna__seed1,induction_prod1p1onk3le3m1onn,validation,prove_theorem_grounded,done,no_verifier_evidence,0,0.026424,dated billing receipts,False,False,audit/cells/cf3e0fc6709c28f2c463394f4e2cb60b98f5e76c8c42125325dbbccc299a2eff.json
experiments/output/ace_adaptation_x-noreflect/configs/step14_generator_algebra_amgm_sum1toneqn_prod1tonleq1,algebra_amgm_sum1toneqn_prod1tonleq1,train,prove_theorem_ace,done,incomplete_proof,21,0.021445159999999998,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cf453fcdc19cc47d6ee5b18b45e4f6ae7ef03ec1ade9a4b8852636c249f18e88.json
experiments/output/ace_x_validation_ace_x3_strong_rv3_agentic/configs/aime_1991_p6__ace-b596e7df-core-medium__gpt-5.6-luna__seed1,aime_1991_p6,validation,prove_theorem_ace,done,incomplete_proof,18,0.0429437,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cf6e99d2f2bdccee28707cfb2b03f90bfe624554117360f0afcb388c69a1b3a3.json
experiments/output/ace_x_validation_ace_x5_offline_rv3_agentic/configs/mathd_algebra_282__ace-fc7b45d4-core-medium__gpt-5.6-luna__seed1,mathd_algebra_282,validation,prove_theorem_ace,done,incomplete_proof,20,0.0196018,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cf8500c03e3310d7afb12c807446a648d5b1ddac9b51ce3da0b519bb0fdf87c1.json
experiments/output/ace_x_validation_agentic/configs/imo_1984_p6__ace-1ac8a092-core-medium__gpt-5.6-luna__seed1,imo_1984_p6,validation,prove_theorem_ace,done,arithmetic_or_search,24,0.02865102,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cf87be622938e28d311adfbf3e8974d17d762ab5eb2c0c895870c7b082abd852.json
experiments/output/ace_adaptation_x3-gate-b1/configs/step01_generator_amc12b_2002_p11,amc12b_2002_p11,train,prove_theorem_ace,done,other_or_unobserved,13,0.05951504,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cfd964f0f8aa3d3883e0340a5975bec810a51096876b06d93638491b86b208f1.json
experiments/output/ace_economy_refinement_20260916/resume01/configs/validation__agentic_reset_compact__algebra_others_exirrpowirrrat__seed1,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,other_or_unobserved,12,0.0462444,dated billing receipts,False,False,audit/cells/cfe1bab63df1c5b8848e7d7c6881f08a7ead90dd3feda90e575ad14d5245b07a.json
experiments/output/x_validation_stall_seenstate4_agentic/configs/mathd_algebra_282__core-medium-stall-seenstate4__gpt-5.6-luna__seed0,mathd_algebra_282,validation,prove_theorem_agentic_stall,done,incomplete_proof,10,0.012426520000000003,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cff719bccb46f4d42ef8cb2d3594e41d77a87fb8952d7de574c99955e601cf52.json
experiments/output/ace_review_calibration/configs/imo_1967_p3__baseline-r32__gpt-5.6-luna__seed1,imo_1967_p3,train,prove_theorem_agentic,done,incomplete_proof,27,0.03730643999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/cff98de1e31bb72bf381e74bc0ae199bdc8cc3835dc4b900b3e604cf569d9b42.json
experiments/output/ace_bounded_validation/configs/amc12a_2019_p21__integrated-r64__gpt-5.6-luna__seed0,amc12a_2019_p21,validation,prove_theorem_grounded,done,other_or_unobserved,7,0.041739899999999996,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d00fbe4fd0c0f8b16af4afc196b404a9823592fb510a55d6500720e30bbbdd46.json
experiments/output/ace_x_validation_ace_x5_offline_rv2_agentic/configs/imo_1969_p2__ace-fc7b45d4-core-medium__gpt-5.6-luna__seed0,imo_1969_p2,validation,prove_theorem_ace,done,arithmetic_or_search,16,0.07116913999999999,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d06304755d64d22191e58c2cf7fd360561a93ef1ce086f3980b557f00b183b3f.json
experiments/output/ace_roles_20260913/training/configs/training__candidate__proof__mathd_numbertheory_629__seed0,mathd_numbertheory_629,train,prove_theorem_grounded,done,syntax,12,0.0328172,dated billing receipts,False,False,audit/cells/d08f014d5838b0eeacf428fa3421d96f61e581d61a6e03acdad2020e372913f3.json
experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12a_2019_p21__seed1,amc12a_2019_p21,validation,prove_theorem_grounded,done,other_or_unobserved,7,0.040870039999999996,dated billing receipts,False,False,audit/cells/d09b30ffd7a1c65de10a87d1b63c4c02ee3145b75250643258f9c2a8798b7d5f.json
experiments/output/ace_economy_session_20260916/validation/configs/validation__agentic_session__mathd_numbertheory_405__seed1,mathd_numbertheory_405,validation,prove_theorem_grounded,done,unknown_reference,11,0.042982019999999996,dated billing receipts,False,False,audit/cells/d0a34b935db5d2fc4d0c85859b0337efa16f2456e44f1adf9a8b4a304ac08e17.json
experiments/output/ace_roles_20260913/validation/configs/validation__control__proof__mathd_numbertheory_43__seed0,mathd_numbertheory_43,validation,,missing,verifier_resource,2,0.06802454,dated billing receipts,True,False,audit/cells/d0aad128625aa537a28d4a5ce55ee08b68f0f95d553612af5bb93b065a36a1ef.json
experiments/output/ace_attribution_20260912/validation/terra/configs/algebra_others_exirrpowirrrat__terra-none-medium__gpt-5.6-terra__seed0,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,arithmetic_or_search,7,0.40246499999999996,dated billing receipts,False,False,audit/cells/d0b75bb20bbe3eed67926c55360102ca0f41f105a044cb68b27a49b02714d73a.json
experiments/output/ace_x_validation_ace_x5_offline_rv2_agentic/configs/mathd_numbertheory_37__ace-fc7b45d4-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_37,validation,prove_theorem_ace,done,arithmetic_or_search,19,0.0311847,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d0b8a9c7cc26882995587e4a2e665889c086b6c709b77056b40310f05d23c5a3.json
experiments/output/ace_models_20260910/proof/configs/mathd_algebra_185__prover-xhigh-3e6016d332df5347__gpt-5.6-luna__seed0,mathd_algebra_185,train,prove_theorem_grounded,done,no_verifier_evidence,0,0.025306659999999998,dated billing receipts,False,False,audit/cells/d10282a421ced70ed26c645ceb56d0f42a78523119fc297c4baca45d406f3eb1.json
experiments/output/ace_adaptation_attribution-terra-20260912/configs/step14_generator_algebra_amgm_sum1toneqn_prod1tonleq1,algebra_amgm_sum1toneqn_prod1tonleq1,train,prove_theorem_ace,done,unproved_prerequisite,26,0.8641588,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d1311b21a5434bc76ce775700e7c7f8d941edf8271f52cad74c9fd8098ed2e03.json
experiments/output/ace_x_validation_ace_x3_offline_e3_rv3_agentic/configs/mathd_algebra_282__ace-d0d7ce24-core-medium__gpt-5.6-luna__seed1,mathd_algebra_282,validation,prove_theorem_ace,done,incomplete_proof,17,0.0476636,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d16fd5298b77d0ae7a80ab0d93f7dbfe4a553377e9862f79dd78d2448a383471.json
experiments/output/ace_revision_20260913/validation/configs/validation__control__proof__imo_1969_p2__seed0,imo_1969_p2,validation,prove_theorem_grounded,done,other_or_unobserved,5,0.03424298,dated billing receipts,False,False,audit/cells/d173d3fa5a8ec6acab15f68baa24726dd71604e939d01011d448bd840722b771.json
experiments/output/ace_economy_refinement_20260916/final11/configs/validation__agentic_reset__mathd_numbertheory_530__seed1,mathd_numbertheory_530,validation,prove_theorem_grounded,done,unproved_prerequisite,10,0.04451066,dated billing receipts,False,False,audit/cells/d183cfd94054a015b3af81dc91e1864f1c9ade2f279a4d342e3dbdace1774f45.json
experiments/output/ace_economy_20260916/validation/configs/validation__ace__mathd_numbertheory_43__seed0,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,10,0.03034852,dated billing receipts,False,False,audit/cells/d1c5f21ec06a93b351b153d33abaced5e49fb0a77625f177780bd11465a5ce0b.json
experiments/output/ace_x_validation_ace_x3_strong_rv3_agentic/configs/mathd_numbertheory_405__ace-b596e7df-core-medium__gpt-5.6-luna__seed1,mathd_numbertheory_405,validation,prove_theorem_ace,done,incomplete_proof,25,0.05982562000000002,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d1c770028306dc06b0272e8046981db4fd6150ea6ae5e3f72509a5477302114b.json
experiments/output/ace_economy_refinement_20260916/final00/configs/validation__agentic_reset_compact__algebra_others_exirrpowirrrat__seed0,algebra_others_exirrpowirrrat,validation,prove_theorem_grounded,done,other_or_unobserved,8,0.045544379999999995,dated billing receipts,False,False,audit/cells/d1db449e0a38352cbc65a6e8dca6212d149b05329f97abbf2312106e6d213604.json
experiments/output/ace_online_x-online-warm-s0_agentic/configs/imo_1984_p6__ace-55bcacee-core-medium__gpt-5.6-luna__seed0,imo_1984_p6,validation,prove_theorem_ace,done,incomplete_proof,20,0.028489379999999998,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d1f31784c0f12d3bf0c1d338db73f7ad79e260c5426211005ddad73e8acd8ac6.json
experiments/output/ace_economy_refinement_20260916/final05/configs/validation__agentic_compact__mathd_numbertheory_43__seed1,mathd_numbertheory_43,validation,prove_theorem_grounded,done,other_or_unobserved,7,0.019913359999999998,dated billing receipts,False,False,audit/cells/d20f7baca1f2740b568936784dd8d9cf969396c4999b44966517cc591dc30d1d.json
experiments/output/ace_adaptation_x-offline-e3/configs/step114_curator_amc12a_2016_p2,amc12a_2016_p2,train,,failed,platform_failure,0,0.0,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d21c3576059925acaf7229435b61cbc772ecca4daea7e3ae33ecd7d7e047d632.json
experiments/output/ace_economy_refinement_20260916/final07/configs/validation__agentic_reset_compact__aime_1984_p7__seed0,aime_1984_p7,validation,prove_theorem_grounded,done,other_or_unobserved,13,0.04659158,dated billing receipts,False,False,audit/cells/d21d3552da513d8ad59f44d34707d3ce5ea13a29da1422942d74859d583c4348.json
experiments/output/ace_control_cycle_training/configs/algebra_amgm_sum1toneqn_prod1tonleq1__trained-r64__gpt-5.6-luna__seed0,algebra_amgm_sum1toneqn_prod1tonleq1,train,prove_theorem_grounded,done,arithmetic_or_search,10,0.06982144,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d2217f38dd3f9fe6963cfd21d31d1469cf747db76d65f21b95b7b028f8c0eff1.json
experiments/output/ace_economy_refinement_20260916/final05/configs/validation__agentic_reset__mathd_numbertheory_43__seed0,mathd_numbertheory_43,validation,prove_theorem_grounded,done,unknown_reference,10,0.03334394,dated billing receipts,False,False,audit/cells/d2226de78ba506332cbb72df3ebea0b07e2847f407da454e456d52ea1e441cba.json
experiments/output/ace_economy_refinement_20260916/final05/configs/validation__agentic_reset_compact__mathd_numbertheory_43__seed1,mathd_numbertheory_43,validation,prove_theorem_grounded,done,unproved_prerequisite,9,0.027088039999999997,dated billing receipts,False,False,audit/cells/d235572a2824f4ce3b5d9ab130c464839925db90545eb694f2607ec842c2385c.json
experiments/output/ace_economy_20260916/validation/configs/validation__session__induction_prod1p1onk3le3m1onn__seed0,induction_prod1p1onk3le3m1onn,validation,prove_theorem_grounded,done,syntax,15,0.0434111,dated billing receipts,False,False,audit/cells/d26b61cf41c8a80c79231f9cbcd6a135093f296c86a0a20c0cf2352dc8376fd8.json
experiments/output/ace_review_development/configs/imo_1984_p6__baseline-r64__gpt-5.6-luna__seed1,imo_1984_p6,validation,prove_theorem_agentic,done,arithmetic_or_search,38,0.06627953999999998,"cache tokens, current tariff; unrecorded retries unknown",False,False,audit/cells/d275f165bd1a7f0fc15b24c41eae50fabe6ef19cff186ba0e2407234f29f5034.json
